date,id_produit,nom_produit,type_produit,type_operation,type_sortie,quantite,unite,id_lot,id_arrivage,id_fournisseur,nom_fournisseur,date_expiration,stock_theorique,temperature_stockage
2022-01-15,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,19.25,kg,44,44,8,Boucherie Centrale,2022-01-15,0.0,2.5
2022-01-15,8,Viande de boeuf,Aliment,ENTREE,,40.0,kg,64,64,8,Boucherie Centrale,2022-01-20,40.0,5.5
2022-01-15,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,17.39,kg,25,25,10,Maraîcher Local,2022-01-17,210.0,5.1
2022-01-15,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,4.579999999999998,kg,51,51,10,Maraîcher Local,2022-01-22,205.42000000000002,7.6
2022-01-15,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,20.92,kg,26,26,10,Maraîcher Local,2022-01-17,188.63,3.2
2022-01-15,11,Oeufs,Aliment,SORTIE,CONSOMMATION,45.53,unité,27,27,11,Ferme Avicole,2022-01-31,595.0,6.3
2022-01-15,12,Riz,Aliment,SORTIE,CONSOMMATION,10.58,kg,54,54,14,Épicerie Grossiste,2022-09-26,199.42,3.4
2022-01-15,13,Pâtes,Aliment,SORTIE,CONSOMMATION,9.67,kg,55,55,14,Épicerie Grossiste,2022-07-27,158.33,4.4
2022-01-15,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.76,L,56,56,14,Épicerie Grossiste,2022-11-28,66.24,6.0
2022-01-15,15,Farine,Aliment,SORTIE,CONSOMMATION,5.96,kg,57,57,15,Minoterie Régionale,2022-05-24,106.04,3.8
2022-01-15,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.86,L,58,58,18,Hygiène Pro,2023-11-09,97.14,
2022-01-15,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.43,L,59,59,18,Hygiène Pro,2023-09-15,116.57,
2022-01-15,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.94,L,60,60,18,Hygiène Pro,2023-09-28,145.06,
2022-01-16,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,20.42,kg,47,47,1,Volailles Dupont,2022-01-16,0.0,3.9
2022-01-16,1,Poulet frais,Aliment,ENTREE,,30.0,kg,65,65,1,Volailles Dupont,2022-01-18,30.0,2.1
2022-01-16,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,61,61,2,Poissonnerie Martin,2022-01-16,0.0,5.7
2022-01-16,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,66,66,2,Poissonnerie Martin,2022-01-17,20.0,2.4
2022-01-16,3,Pain frais,Aliment,SORTIE,DESTRUCTION,40.0,kg,62,62,3,Boulangerie Moderne,2022-01-16,0.0,3.3
2022-01-16,3,Pain frais,Aliment,ENTREE,,40.0,kg,67,67,3,Boulangerie Moderne,2022-01-18,40.0,2.8
2022-01-16,4,Lait entier,Aliment,SORTIE,CONSOMMATION,8.840000000000003,L,42,42,7,Laiterie Régionale,2022-01-18,105.0,4.1
2022-01-16,4,Lait entier,Aliment,SORTIE,CONSOMMATION,19.83,L,63,63,7,Laiterie Régionale,2022-01-20,85.17,2.4
2022-01-16,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,1.2999999999999918,kg,23,23,7,Laiterie Régionale,2022-01-20,84.0,3.5
2022-01-16,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,7.140000000000008,kg,49,49,7,Laiterie Régionale,2022-01-27,76.85999999999999,3.7
2022-01-16,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,4.62,kg,43,43,6,Fromagerie du Mont,2022-01-17,11.27,4.6
2022-01-16,7,Beurre,Aliment,SORTIE,CONSOMMATION,0.7500000000000031,kg,24,24,7,Laiterie Régionale,2022-02-05,35.0,5.3
2022-01-16,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.1099999999999968,kg,50,50,7,Laiterie Régionale,2022-02-05,31.890000000000004,3.8
2022-01-16,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,7.22,kg,64,64,8,Boucherie Centrale,2022-01-20,32.78,7.9
2022-01-16,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,22.7,kg,51,51,10,Maraîcher Local,2022-01-22,182.72000000000003,6.8
2022-01-16,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,13.629999999999981,kg,26,26,10,Maraîcher Local,2022-01-17,175.0,5.2
2022-01-16,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,5.65000000000002,kg,52,52,10,Maraîcher Local,2022-01-24,169.34999999999997,6.0
2022-01-16,11,Oeufs,Aliment,SORTIE,CONSOMMATION,35.0,unité,27,27,11,Ferme Avicole,2022-01-31,560.0,5.3
2022-01-16,11,Oeufs,Aliment,SORTIE,CONSOMMATION,29.430000000000007,unité,53,53,11,Ferme Avicole,2022-02-10,530.5699999999999,7.6
2022-01-16,12,Riz,Aliment,SORTIE,CONSOMMATION,9.82,kg,54,54,14,Épicerie Grossiste,2022-09-26,189.6,2.6
2022-01-16,13,Pâtes,Aliment,SORTIE,CONSOMMATION,7.98,kg,55,55,14,Épicerie Grossiste,2022-07-27,150.35000000000002,7.3
2022-01-16,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,2.68,L,56,56,14,Épicerie Grossiste,2022-11-28,63.559999999999995,3.6
2022-01-16,15,Farine,Aliment,SORTIE,CONSOMMATION,5.66,kg,57,57,15,Minoterie Régionale,2022-05-24,100.38000000000001,7.3
2022-01-16,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,1.74,L,58,58,18,Hygiène Pro,2023-11-09,95.4,
2022-01-16,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.69,L,59,59,18,Hygiène Pro,2023-09-15,112.88,
2022-01-16,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.57,L,60,60,18,Hygiène Pro,2023-09-28,139.49,
2022-01-17,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,10.98,kg,65,65,1,Volailles Dupont,2022-01-18,19.02,6.5
2022-01-17,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,66,66,2,Poissonnerie Martin,2022-01-17,0.0,2.9
2022-01-17,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,68,68,2,Poissonnerie Martin,2022-01-19,20.0,5.6
2022-01-17,3,Pain frais,Aliment,SORTIE,CONSOMMATION,18.18,kg,67,67,3,Boulangerie Moderne,2022-01-18,21.82,6.3
2022-01-17,4,Lait entier,Aliment,SORTIE,CONSOMMATION,30.45,L,63,63,7,Laiterie Régionale,2022-01-20,54.72,3.2
2022-01-17,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,13.55,kg,49,49,7,Laiterie Régionale,2022-01-27,63.30999999999999,5.8
2022-01-17,6,Fromage frais,Aliment,SORTIE,DESTRUCTION,11.27,kg,43,43,6,Fromagerie du Mont,2022-01-17,0.0,3.6
2022-01-17,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.9,kg,50,50,7,Laiterie Régionale,2022-02-05,27.990000000000006,4.9
2022-01-17,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,9.71,kg,64,64,8,Boucherie Centrale,2022-01-20,23.07,7.4
2022-01-17,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,33.24,kg,51,51,10,Maraîcher Local,2022-01-22,149.48000000000002,7.1
2022-01-17,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,20.59,kg,52,52,10,Maraîcher Local,2022-01-24,148.75999999999996,2.6
2022-01-17,11,Oeufs,Aliment,SORTIE,CONSOMMATION,82.42,unité,53,53,11,Ferme Avicole,2022-02-10,448.1499999999999,4.5
2022-01-17,12,Riz,Aliment,SORTIE,CONSOMMATION,12.51,kg,54,54,14,Épicerie Grossiste,2022-09-26,177.09,3.7
2022-01-17,13,Pâtes,Aliment,SORTIE,CONSOMMATION,9.85,kg,55,55,14,Épicerie Grossiste,2022-07-27,140.50000000000003,2.0
2022-01-17,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,4.88,L,56,56,14,Épicerie Grossiste,2022-11-28,58.67999999999999,6.6
2022-01-17,15,Farine,Aliment,SORTIE,CONSOMMATION,7.95,kg,57,57,15,Minoterie Régionale,2022-05-24,92.43,5.8
2022-01-17,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.93,L,58,58,18,Hygiène Pro,2023-11-09,91.47,
2022-01-17,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,6.21,L,59,59,18,Hygiène Pro,2023-09-15,106.67,
2022-01-17,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,9.51,L,60,60,18,Hygiène Pro,2023-09-28,129.98000000000002,
2022-01-18,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,19.02,kg,65,65,1,Volailles Dupont,2022-01-18,0.0,3.6
2022-01-18,1,Poulet frais,Aliment,ENTREE,,30.0,kg,69,69,1,Volailles Dupont,2022-01-21,30.0,5.3
2022-01-18,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,7.16,kg,68,68,2,Poissonnerie Martin,2022-01-19,12.84,4.6
2022-01-18,3,Pain frais,Aliment,SORTIE,DESTRUCTION,21.82,kg,67,67,3,Boulangerie Moderne,2022-01-18,0.0,2.1
2022-01-18,3,Pain frais,Aliment,ENTREE,,40.0,kg,70,70,3,Boulangerie Moderne,2022-01-19,40.0,7.7
2022-01-18,4,Lait entier,Aliment,SORTIE,CONSOMMATION,33.25,L,63,63,7,Laiterie Régionale,2022-01-20,21.47,6.1
2022-01-18,4,Lait entier,Aliment,ENTREE,,105.0,L,71,71,7,Laiterie Régionale,2022-01-23,126.47,5.3
2022-01-18,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,11.71,kg,49,49,7,Laiterie Régionale,2022-01-27,51.59999999999999,7.0
2022-01-18,6,Fromage frais,Aliment,ENTREE,,30.0,kg,72,72,6,Fromagerie du Mont,2022-01-25,30.0,5.3
2022-01-18,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.66,kg,50,50,7,Laiterie Régionale,2022-02-05,24.330000000000005,4.6
2022-01-18,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,11.82,kg,64,64,8,Boucherie Centrale,2022-01-20,11.25,2.3
2022-01-18,8,Viande de boeuf,Aliment,ENTREE,,30.0,kg,73,73,8,Boucherie Centrale,2022-01-22,41.25,7.4
2022-01-18,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,34.03,kg,51,51,10,Maraîcher Local,2022-01-22,115.45000000000002,6.8
2022-01-18,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,26.35,kg,52,52,10,Maraîcher Local,2022-01-24,122.40999999999997,7.2
2022-01-18,11,Oeufs,Aliment,SORTIE,CONSOMMATION,74.72,unité,53,53,11,Ferme Avicole,2022-02-10,373.42999999999995,7.4
2022-01-18,12,Riz,Aliment,SORTIE,CONSOMMATION,13.04,kg,54,54,14,Épicerie Grossiste,2022-09-26,164.05,3.3
2022-01-18,13,Pâtes,Aliment,SORTIE,CONSOMMATION,10.35,kg,55,55,14,Épicerie Grossiste,2022-07-27,130.15000000000003,3.5
2022-01-18,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,4.2,L,56,56,14,Épicerie Grossiste,2022-11-28,54.47999999999999,2.6
2022-01-18,15,Farine,Aliment,SORTIE,CONSOMMATION,7.98,kg,57,57,15,Minoterie Régionale,2022-05-24,84.45,6.7
2022-01-18,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,4.12,L,58,58,18,Hygiène Pro,2023-11-09,87.35,
2022-01-18,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,5.98,L,59,59,18,Hygiène Pro,2023-09-15,100.69,
2022-01-18,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,7.01,L,60,60,18,Hygiène Pro,2023-09-28,122.97000000000001,
2022-01-19,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,14.18,kg,69,69,1,Volailles Dupont,2022-01-21,15.82,7.3
2022-01-19,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,12.84,kg,68,68,2,Poissonnerie Martin,2022-01-19,0.0,4.4
2022-01-19,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,74,74,2,Poissonnerie Martin,2022-01-20,20.0,7.6
2022-01-19,3,Pain frais,Aliment,SORTIE,DESTRUCTION,40.0,kg,70,70,3,Boulangerie Moderne,2022-01-19,0.0,3.4
2022-01-19,3,Pain frais,Aliment,ENTREE,,40.0,kg,75,75,3,Boulangerie Moderne,2022-01-20,40.0,7.9
2022-01-19,4,Lait entier,Aliment,SORTIE,CONSOMMATION,21.47,L,63,63,7,Laiterie Régionale,2022-01-20,105.0,6.9
2022-01-19,4,Lait entier,Aliment,SORTIE,CONSOMMATION,15.870000000000005,L,71,71,7,Laiterie Régionale,2022-01-23,89.13,7.3
2022-01-19,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,11.61,kg,49,49,7,Laiterie Régionale,2022-01-27,39.98999999999999,2.1
2022-01-19,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.69,kg,72,72,6,Fromagerie du Mont,2022-01-25,24.31,6.4
2022-01-19,7,Beurre,Aliment,SORTIE,CONSOMMATION,4.45,kg,50,50,7,Laiterie Régionale,2022-02-05,19.880000000000006,4.0
2022-01-19,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,10.84,kg,64,64,8,Boucherie Centrale,2022-01-20,30.41,7.6
2022-01-19,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,24.17,kg,51,51,10,Maraîcher Local,2022-01-22,91.28000000000002,6.8
2022-01-19,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,19.39,kg,52,52,10,Maraîcher Local,2022-01-24,103.01999999999997,7.2
2022-01-19,11,Oeufs,Aliment,SORTIE,CONSOMMATION,61.66,unité,53,53,11,Ferme Avicole,2022-02-10,311.77,6.9
2022-01-19,12,Riz,Aliment,SORTIE,CONSOMMATION,12.24,kg,54,54,14,Épicerie Grossiste,2022-09-26,151.81,3.6
2022-01-19,13,Pâtes,Aliment,SORTIE,CONSOMMATION,13.71,kg,55,55,14,Épicerie Grossiste,2022-07-27,116.44000000000003,6.7
2022-01-19,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,5.29,L,56,56,14,Épicerie Grossiste,2022-11-28,49.18999999999999,2.6
2022-01-19,15,Farine,Aliment,SORTIE,CONSOMMATION,7.71,kg,57,57,15,Minoterie Régionale,2022-05-24,76.74000000000001,7.2
2022-01-19,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.63,L,58,58,18,Hygiène Pro,2023-11-09,84.72,
2022-01-19,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,5.37,L,59,59,18,Hygiène Pro,2023-09-15,95.32,
2022-01-19,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,7.7,L,60,60,18,Hygiène Pro,2023-09-28,115.27000000000001,
2022-01-20,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,10.43,kg,69,69,1,Volailles Dupont,2022-01-21,5.390000000000001,7.2
2022-01-20,1,Poulet frais,Aliment,ENTREE,,24.61,kg,76,76,1,Volailles Dupont,2022-01-22,30.0,3.2
2022-01-20,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,74,74,2,Poissonnerie Martin,2022-01-20,0.0,7.5
2022-01-20,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,77,77,2,Poissonnerie Martin,2022-01-22,20.0,3.8
2022-01-20,3,Pain frais,Aliment,SORTIE,DESTRUCTION,40.0,kg,75,75,3,Boulangerie Moderne,2022-01-20,0.0,6.8
2022-01-20,3,Pain frais,Aliment,ENTREE,,40.0,kg,78,78,3,Boulangerie Moderne,2022-01-21,40.0,3.3
2022-01-20,4,Lait entier,Aliment,SORTIE,CONSOMMATION,37.39,L,71,71,7,Laiterie Régionale,2022-01-23,51.739999999999995,6.0
2022-01-20,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,12.65,kg,49,49,7,Laiterie Régionale,2022-01-27,27.33999999999999,4.4
2022-01-20,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,4.96,kg,72,72,6,Fromagerie du Mont,2022-01-25,19.349999999999998,3.7
2022-01-20,7,Beurre,Aliment,SORTIE,CONSOMMATION,4.5,kg,50,50,7,Laiterie Régionale,2022-02-05,15.380000000000006,2.4
2022-01-20,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,0.41000000000000014,kg,64,64,8,Boucherie Centrale,2022-01-20,30.0,6.6
2022-01-20,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,10.2,kg,73,73,8,Boucherie Centrale,2022-01-22,19.8,4.1
2022-01-20,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,30.04,kg,51,51,10,Maraîcher Local,2022-01-22,61.240000000000016,5.1
2022-01-20,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,28.28,kg,52,52,10,Maraîcher Local,2022-01-24,74.73999999999997,6.1
2022-01-20,11,Oeufs,Aliment,SORTIE,CONSOMMATION,83.71,unité,53,53,11,Ferme Avicole,2022-02-10,228.06,7.1
2022-01-20,12,Riz,Aliment,SORTIE,CONSOMMATION,12.98,kg,54,54,14,Épicerie Grossiste,2022-09-26,138.83,4.0
2022-01-20,13,Pâtes,Aliment,SORTIE,CONSOMMATION,9.94,kg,55,55,14,Épicerie Grossiste,2022-07-27,106.50000000000003,2.2
2022-01-20,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,5.14,L,56,56,14,Épicerie Grossiste,2022-11-28,44.04999999999999,7.3
2022-01-20,15,Farine,Aliment,SORTIE,CONSOMMATION,6.1,kg,57,57,15,Minoterie Régionale,2022-05-24,70.64000000000001,3.6
2022-01-20,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.81,L,58,58,18,Hygiène Pro,2023-11-09,80.91,
2022-01-20,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,6.98,L,59,59,18,Hygiène Pro,2023-09-15,88.33999999999999,
2022-01-20,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,8.07,L,60,60,18,Hygiène Pro,2023-09-28,107.20000000000002,
2022-01-21,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,5.390000000000001,kg,69,69,1,Volailles Dupont,2022-01-21,24.61,5.5
2022-01-21,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,11.46,kg,76,76,1,Volailles Dupont,2022-01-22,13.149999999999999,7.9
2022-01-21,1,Poulet frais,Aliment,ENTREE,,16.85,kg,79,79,1,Volailles Dupont,2022-01-23,30.0,2.7
2022-01-21,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,8.32,kg,77,77,2,Poissonnerie Martin,2022-01-22,11.68,4.6
2022-01-21,3,Pain frais,Aliment,SORTIE,DESTRUCTION,40.0,kg,78,78,3,Boulangerie Moderne,2022-01-21,0.0,6.4
2022-01-21,3,Pain frais,Aliment,ENTREE,,40.0,kg,80,80,3,Boulangerie Moderne,2022-01-23,40.0,4.6
2022-01-21,4,Lait entier,Aliment,SORTIE,CONSOMMATION,36.55,L,71,71,7,Laiterie Régionale,2022-01-23,15.189999999999998,7.9
2022-01-21,4,Lait entier,Aliment,ENTREE,,105.0,L,81,81,7,Laiterie Régionale,2022-01-26,120.19,4.3
2022-01-21,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,14.12,kg,49,49,7,Laiterie Régionale,2022-01-27,13.21999999999999,5.5
2022-01-21,5,Yaourt nature,Aliment,ENTREE,,84.0,kg,82,82,7,Laiterie Régionale,2022-02-02,97.21999999999998,2.3
2022-01-21,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,6.19,kg,72,72,6,Fromagerie du Mont,2022-01-25,13.159999999999997,4.6
2022-01-21,6,Fromage frais,Aliment,ENTREE,,21.0,kg,83,83,6,Fromagerie du Mont,2022-01-28,34.16,7.6
2022-01-21,7,Beurre,Aliment,SORTIE,CONSOMMATION,5.91,kg,50,50,7,Laiterie Régionale,2022-02-05,9.470000000000006,5.2
2022-01-21,7,Beurre,Aliment,ENTREE,,35.0,kg,84,84,7,Laiterie Régionale,2022-02-20,44.470000000000006,3.2
2022-01-21,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,11.55,kg,73,73,8,Boucherie Centrale,2022-01-22,8.25,4.6
2022-01-21,8,Viande de boeuf,Aliment,ENTREE,,31.75,kg,85,85,8,Boucherie Centrale,2022-01-26,40.0,7.5
2022-01-21,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,26.35,kg,51,51,10,Maraîcher Local,2022-01-22,34.890000000000015,5.7
2022-01-21,9,Légumes frais,Aliment,ENTREE,,210.0,kg,86,86,10,Maraîcher Local,2022-01-31,244.89000000000001,7.1
2022-01-21,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,18.83,kg,52,52,10,Maraîcher Local,2022-01-24,55.90999999999997,6.3
2022-01-21,11,Oeufs,Aliment,SORTIE,CONSOMMATION,63.63,unité,53,53,11,Ferme Avicole,2022-02-10,164.43,3.8
2022-01-21,11,Oeufs,Aliment,ENTREE,,560.0,unité,87,87,11,Ferme Avicole,2022-02-14,724.4300000000001,6.0
2022-01-21,12,Riz,Aliment,SORTIE,CONSOMMATION,12.11,kg,54,54,14,Épicerie Grossiste,2022-09-26,126.72000000000001,4.0
2022-01-21,13,Pâtes,Aliment,SORTIE,CONSOMMATION,10.05,kg,55,55,14,Épicerie Grossiste,2022-07-27,96.45000000000003,6.2
2022-01-21,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,5.24,L,56,56,14,Épicerie Grossiste,2022-11-28,38.80999999999999,5.3
2022-01-21,15,Farine,Aliment,SORTIE,CONSOMMATION,6.26,kg,57,57,15,Minoterie Régionale,2022-05-24,64.38000000000001,3.2
2022-01-21,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.17,L,58,58,18,Hygiène Pro,2023-11-09,77.74,
2022-01-21,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,6.64,L,59,59,18,Hygiène Pro,2023-09-15,81.69999999999999,
2022-01-21,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,6.08,L,60,60,18,Hygiène Pro,2023-09-28,101.12000000000002,
2022-01-22,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,13.149999999999999,kg,76,76,1,Volailles Dupont,2022-01-22,16.85,6.0
2022-01-22,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,9.46,kg,79,79,1,Volailles Dupont,2022-01-23,7.390000000000001,4.3
2022-01-22,1,Poulet frais,Aliment,ENTREE,,22.61,kg,88,88,1,Volailles Dupont,2022-01-24,30.0,5.7
2022-01-22,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,11.68,kg,77,77,2,Poissonnerie Martin,2022-01-22,0.0,3.8
2022-01-22,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,89,89,2,Poissonnerie Martin,2022-01-23,20.0,3.8
2022-01-22,3,Pain frais,Aliment,SORTIE,CONSOMMATION,13.1,kg,80,80,3,Boulangerie Moderne,2022-01-23,26.9,3.3
2022-01-22,4,Lait entier,Aliment,SORTIE,CONSOMMATION,15.189999999999998,L,71,71,7,Laiterie Régionale,2022-01-23,105.0,6.7
2022-01-22,4,Lait entier,Aliment,SORTIE,CONSOMMATION,11.660000000000004,L,81,81,7,Laiterie Régionale,2022-01-26,93.34,5.6
2022-01-22,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,8.83,kg,49,49,7,Laiterie Régionale,2022-01-27,88.38999999999999,3.9
2022-01-22,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.57,kg,72,72,6,Fromagerie du Mont,2022-01-25,28.589999999999996,4.7
2022-01-22,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.75,kg,50,50,7,Laiterie Régionale,2022-02-05,40.720000000000006,6.1
2022-01-22,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,8.25,kg,73,73,8,Boucherie Centrale,2022-01-22,31.75,5.1
2022-01-22,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,7.74,kg,85,85,8,Boucherie Centrale,2022-01-26,24.009999999999998,6.8
2022-01-22,9,Légumes frais,Aliment,SORTIE,DESTRUCTION,34.890000000000015,kg,51,51,10,Maraîcher Local,2022-01-22,210.0,7.8
2022-01-22,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,19.17,kg,86,86,10,Maraîcher Local,2022-01-31,190.82999999999998,6.4
2022-01-22,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,14.09,kg,52,52,10,Maraîcher Local,2022-01-24,41.819999999999965,6.0
2022-01-22,11,Oeufs,Aliment,SORTIE,CONSOMMATION,60.92,unité,53,53,11,Ferme Avicole,2022-02-10,663.51,3.7
2022-01-22,12,Riz,Aliment,SORTIE,CONSOMMATION,11.79,kg,54,54,14,Épicerie Grossiste,2022-09-26,114.93,6.0
2022-01-22,13,Pâtes,Aliment,SORTIE,CONSOMMATION,10.05,kg,55,55,14,Épicerie Grossiste,2022-07-27,86.40000000000003,5.7
2022-01-22,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.21,L,56,56,14,Épicerie Grossiste,2022-11-28,35.59999999999999,2.6
2022-01-22,15,Farine,Aliment,SORTIE,CONSOMMATION,5.14,kg,57,57,15,Minoterie Régionale,2022-05-24,59.24000000000001,7.7
2022-01-22,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.98,L,58,58,18,Hygiène Pro,2023-11-09,74.75999999999999,
2022-01-22,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.38,L,59,59,18,Hygiène Pro,2023-09-15,78.32,
2022-01-22,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,6.55,L,60,60,18,Hygiène Pro,2023-09-28,94.57000000000002,
2022-01-23,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,7.390000000000001,kg,79,79,1,Volailles Dupont,2022-01-23,22.61,3.4
2022-01-23,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,9.6,kg,88,88,1,Volailles Dupont,2022-01-24,13.01,3.9
2022-01-23,1,Poulet frais,Aliment,ENTREE,,16.99,kg,90,90,1,Volailles Dupont,2022-01-25,30.0,2.9
2022-01-23,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,89,89,2,Poissonnerie Martin,2022-01-23,0.0,2.3
2022-01-23,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,91,91,2,Poissonnerie Martin,2022-01-25,20.0,5.7
2022-01-23,3,Pain frais,Aliment,SORTIE,DESTRUCTION,26.9,kg,80,80,3,Boulangerie Moderne,2022-01-23,0.0,6.6
2022-01-23,3,Pain frais,Aliment,ENTREE,,40.0,kg,92,92,3,Boulangerie Moderne,2022-01-25,40.0,4.5
2022-01-23,4,Lait entier,Aliment,SORTIE,CONSOMMATION,27.34,L,81,81,7,Laiterie Régionale,2022-01-26,66.0,5.8
2022-01-23,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,4.38999999999999,kg,49,49,7,Laiterie Régionale,2022-01-27,84.0,3.2
2022-01-23,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,2.6800000000000104,kg,82,82,7,Laiterie Régionale,2022-02-02,81.32,6.2
2022-01-23,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.63,kg,72,72,6,Fromagerie du Mont,2022-01-25,22.959999999999997,5.0
2022-01-23,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.37,kg,50,50,7,Laiterie Régionale,2022-02-05,37.35000000000001,3.5
2022-01-23,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,7.82,kg,85,85,8,Boucherie Centrale,2022-01-26,16.189999999999998,5.9
